,Unnamed: 0,Type of Dwelling,General Zoning Classification,Linear feet of street connected to the property,Lot size in square feet,Type Of Road Access To Property,Type Of Alley Access To Property,General Shape of Property,Flatness Of The Property,Type Of Utilities Available,plot configuration,Slope of property,Physical locations within Ames city limits,Proximity to various conditions,Proximity to various conditions (if more than one is present),Rates the overall material and finish of the house,Rates the overall condition of the house,Original construction date,Remodel date (same as construction date if no remodeling or additions),Type of roof,Roof material,Exterior covering on the house,Masonry veneer type,Masonry veneer area in square feet,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,: Type 2 finished square feet ,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1008,1008,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,43,12118,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Mitchell,Normal,Normal,7,5,2004,2005,Hip,Standard (Composite) Shingle,Vinyl Siding,Stone,108,Gd,TA,PConc,Ex,TA,Mn,Unf,0,Unf,0,1710,1710,GasA,Ex,Y,SBrkr,1710,0,1710,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,2,550,TA,TA,Y,100,48,0,0,180,0,No,No,No,0,Apr,2009,WD,Normal,240000
1009,1009,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,60,6000,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,South & West of Iowa State University,Normal,Normal,5,5,1926,1950,Gable,Standard (Composite) Shingle,Wood Siding,None,0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,1008,1008,GasA,Ex,Y,SBrkr,1008,0,1522,0,0,2,0,4,1,TA,7,Typ,0,No,No,,No,0,0,No,No,P,0,0,138,0,0,0,No,No,No,0,Jun,2006,WD,Normal,102000
1010,1010,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,115,21286,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,5,5,1948,1950,Gable,Standard (Composite) Shingle,Wood Siding,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,720,720,GasA,TA,Y,SBrkr,720,551,1271,0,0,2,0,4,1,TA,7,Typ,1,Gd,Attchd,1948.0,Unf,1,312,TA,TA,Y,0,0,108,0,0,0,No,No,No,0,Aug,2008,WD,Normal,135000
1011,1011,DUPLEX - ALL STYLES AND AGES,Residential Low-Density,75,9825,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,5,5,1965,1965,Hip,Standard (Composite) Shingle,Asphalt Shingles,None,0,TA,TA,CBlock,No,No,No,No,0,No,0,0,0,GasA,TA,N,SBrkr,1664,0,1664,0,0,2,0,4,2,TA,8,Typ,0,No,No,,No,0,0,No,No,Y,0,0,0,0,0,0,No,No,No,0,May,2010,WD,Normal,100000
1012,1012,2-STORY 1945 & OLDER,Residential Low-Density,55,10592,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Crawford,Normal,Normal,6,7,1923,1996,Hip,Standard (Composite) Shingle,Wood Siding,None,0,TA,Gd,PConc,TA,Fa,No,Unf,0,Unf,0,602,602,GasA,TA,Y,SBrkr,900,602,1502,0,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1923.0,Unf,1,180,TA,TA,Y,96,0,112,0,53,0,No,No,No,0,Aug,2007,WD,Normal,165000
1013,1013,1-STORY 1945 & OLDER,Residential Medium Density,60,7200,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,5,4,1910,2006,Hip,Standard (Composite) Shingle,Metal Siding,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,247,Rec,465,310,1022,GasW,TA,N,SBrkr,1022,0,1022,1,0,1,0,2,1,TA,4,Maj2,0,No,Detchd,1956.0,Unf,1,280,TA,TA,Y,0,30,226,0,0,0,No,No,No,0,Jun,2009,WD,Normal,85000
1014,1014,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,60,11664,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Artery&Norm,Normal,6,5,1948,1950,Gable,Standard (Composite) Shingle,Metal Siding,Brick Face,206,TA,TA,CBlock,TA,Fa,No,BLQ,336,Unf,0,746,1082,GasA,TA,Y,SBrkr,1082,0,1082,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,130,0,0,0,0,No,No,No,0,Nov,2007,WD,Normal,119200
1015,1015,2-STORY 1946 & NEWER,Residential Low-Density,70,8400,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northwest Ames,Normal,Normal,8,6,2001,2001,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,643,Unf,0,167,810,GasA,Ex,Y,SBrkr,810,855,1665,1,0,2,1,3,1,Gd,6,Typ,0,No,Attchd,2001.0,Fin,2,528,TA,TA,Y,0,45,0,0,0,0,No,No,No,0,Nov,2009,WD,Normal,227000
1016,1016,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,73,11883,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,7,5,1996,1996,Hip,Standard (Composite) Shingle,Vinyl Siding,Brick Face,196,Gd,TA,PConc,Gd,TA,Gd,GLQ,690,Unf,0,814,1504,GasA,Ex,Y,SBrkr,1504,0,1504,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1996.0,Fin,2,478,TA,TA,Y,115,66,0,0,0,0,No,No,No,0,Jun,2009,WD,Normal,203000
1017,1017,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low-Density,0,5814,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Stone Brook,Normal,Normal,8,5,1984,1984,Gable,Standard (Composite) Shingle,Hard Board,None,0,Gd,TA,CBlock,Gd,TA,Av,GLQ,1036,Unf,0,184,1220,GasA,Gd,Y,SBrkr,1360,0,1360,1,0,1,0,1,1,Gd,4,Typ,1,Ex,Attchd,1984.0,RFn,2,565,TA,TA,Y,63,0,0,0,0,0,No,No,No,0,Aug,2009,COD,Abnorml,187500
1018,1018,SPLIT OR MULTI-LEVEL,Residential Low-Density,0,10784,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of the property,Gentle slope,Gilbert,Normal,Normal,7,5,1991,1992,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,76,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,802,670,1472,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1991.0,RFn,2,402,TA,TA,Y,164,0,0,0,0,0,No,No,No,0,May,2007,WD,Normal,160000
1019,1019,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low-Density,43,3013,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Bloomington Heights,Normal,Normal,7,5,2005,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,145,Gd,TA,PConc,Gd,TA,Gd,GLQ,16,Unf,0,1346,1362,GasA,Ex,Y,SBrkr,1506,0,1506,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2,440,TA,TA,Y,142,20,0,0,0,0,No,No,No,0,Apr,2006,WD,Normal,213490
1020,1020,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,60,7024,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,4,5,2005,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,TA,TA,PConc,Gd,TA,No,GLQ,1024,Unf,0,108,1132,GasA,Ex,Y,SBrkr,1132,0,1132,1,0,1,1,2,1,Gd,5,Typ,0,No,Attchd,2005.0,Fin,2,451,TA,TA,Y,252,64,0,0,0,0,No,No,No,0,Jun,2008,WD,Normal,176000
1021,1021,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,64,7406,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,7,5,2006,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Stone,84,Gd,TA,PConc,Gd,TA,Av,GLQ,684,Unf,0,515,1199,GasA,Ex,Y,SBrkr,1220,0,1220,1,0,2,0,2,1,Gd,6,Typ,0,No,Attchd,2006.0,RFn,2,632,TA,TA,Y,105,54,0,0,0,0,No,No,No,0,Jul,2006,New,Partial,194000
1022,1022,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,52,9439,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,5,5,1930,1950,Gable,Standard (Composite) Shingle,Wood Siding,None,0,TA,TA,CBlock,TA,TA,No,LwQ,324,Unf,0,588,912,GasA,Gd,Y,FuseA,912,336,1248,0,0,1,0,2,1,TA,6,Typ,0,No,Detchd,1957.0,Unf,1,160,Fa,Fa,Y,0,0,192,0,0,0,No,No,No,0,Mar,2007,WD,Normal,87000
1023,1023,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low-Density,43,3182,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Bloomington Heights,Normal,Normal,7,5,2005,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,14,Gd,TA,PConc,Gd,Gd,No,GLQ,16,Unf,0,1330,1346,GasA,Ex,Y,SBrkr,1504,0,1504,0,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2,437,TA,TA,Y,156,20,0,0,0,0,No,No,No,0,May,2008,WD,Normal,191000
1024,1024,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0,15498,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Timberland,Normal,Normal,8,6,1976,1976,Hip,Wood Shakes,Stone,None,0,Gd,TA,CBlock,Gd,TA,Av,ALQ,1165,LwQ,400,0,1565,GasA,TA,Y,SBrkr,2898,0,2898,1,0,2,0,2,1,Gd,10,Typ,1,Gd,Attchd,1976.0,Fin,2,665,TA,TA,Y,0,72,174,0,0,0,No,No,No,0,May,2008,COD,Abnorml,287000
1025,1025,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,70,7700,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,College Creek,Normal,Normal,5,5,1972,1972,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,TA,TA,CBlock,TA,TA,No,LwQ,138,Rec,468,276,882,GasA,TA,Y,SBrkr,882,0,882,1,0,1,0,3,1,TA,5,Typ,0,No,Detchd,1980.0,Unf,2,461,TA,TA,Y,96,0,0,0,0,0,No,MnPrv,No,0,Mar,2007,WD,Normal,112500
1026,1026,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,73,9300,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Feedr&Norm,Normal,5,5,1960,1960,Gable,Standard (Composite) Shingle,Metal Siding,Brick Face,324,TA,TA,CBlock,TA,TA,No,Rec,697,Unf,0,571,1268,GasA,TA,Y,SBrkr,1264,0,1264,1,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1960.0,Unf,2,461,TA,TA,Y,0,0,0,0,143,0,No,No,No,0,Apr,2010,WD,Normal,167500
1027,1027,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,71,9520,Paved,No Alley Access,Slightly irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Timberland,Normal,Normal,8,5,2007,2008,Gable,Standard (Composite) Shingle,Vinyl Siding,Stone,338,Gd,TA,PConc,Gd,TA,Gd,GLQ,1513,Unf,0,125,1638,GasA,Ex,Y,SBrkr,1646,0,1646,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,RFn,3,800,TA,TA,Y,192,44,0,0,0,0,No,No,No,0,Apr,2008,New,Partial,293077
1028,1028,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,79,9492,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Artery&Norm,Normal,5,5,1941,1950,Gable,Standard (Composite) Shingle,Wood Shingles,None,0,TA,TA,CBlock,TA,TA,No,Rec,368,BLQ,41,359,768,GasA,TA,Y,SBrkr,968,408,1376,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1941.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Apr,2007,WD,Normal,105000
1029,1029,2-STORY PUD - 1946 & NEWER) - 1946 & NEWER,Residential Medium Density,21,1680,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Briardale,Normal,Normal,6,7,1972,1972,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,281,TA,TA,CBlock,TA,TA,No,BLQ,317,Unf,0,355,672,GasA,Gd,Y,SBrkr,672,546,1218,0,1,1,1,3,1,TA,7,Typ,0,No,Detchd,1972.0,Unf,1,264,TA,TA,Y,0,28,0,0,0,0,No,No,No,0,May,2006,WD,Normal,118000
1030,1030,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential High-Density,0,7082,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,South & West of Iowa State University,Normal,Normal,5,8,1916,1995,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,686,686,GasA,Gd,Y,SBrkr,948,980,1928,0,0,2,0,5,2,TA,10,Typ,0,No,No,,No,0,0,No,No,N,0,0,228,0,0,0,No,No,No,0,Jul,2006,WD,Normal,160000
1031,1031,2-1/2 STORY ALL AGES,Residential Low-Density,102,15863,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,South & West of Iowa State University,Normal,Normal,7,3,1920,1970,Gable,Standard (Composite) Shingle,Wood Siding,None,0,TA,TA,BrkTil,TA,TA,No,GLQ,523,Unf,0,301,824,GasA,Ex,Y,SBrkr,1687,998,3082,1,0,2,1,5,1,TA,12,Typ,2,TA,Basment,1970.0,Fin,2,672,TA,TA,Y,136,63,0,0,0,0,No,No,No,0,Aug,2009,WD,Normal,197000
1032,1032,2-STORY 1946 & NEWER,Residential Low-Density,0,14541,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northridge,Normal,Normal,8,7,1993,1993,Gable,Standard (Composite) Shingle,Metal Siding,None,0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1012,Unf,0,326,1338,GasA,Ex,Y,SBrkr,1352,1168,2520,1,0,2,1,5,1,Gd,10,Typ,1,TA,Attchd,1993.0,RFn,3,796,TA,TA,Y,209,55,0,0,0,0,No,No,No,0,Nov,2006,WD,Abnorml,310000
1033,1033,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0,8125,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,7,5,2002,2002,Gable,Standard (Composite) Shingle,Vinyl Siding,Stone,295,Gd,TA,PConc,Gd,TA,No,GLQ,986,Unf,0,668,1654,GasA,Ex,Y,SBrkr,1654,0,1654,1,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,2002.0,Unf,3,900,TA,TA,Y,0,136,0,0,0,0,No,No,No,0,Feb,2006,WD,Normal,230000
1034,1034,1-STORY 1945 & OLDER,Residential Low-Density,50,6305,Paved,No Alley Access,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Crawford,Normal,Normal,5,7,1938,1950,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,Gd,PConc,Fa,Fa,No,Unf,0,Unf,0,920,920,GasA,Ex,Y,SBrkr,954,0,954,0,0,1,0,2,1,Fa,5,Typ,1,Gd,Basment,1938.0,Unf,1,240,Fa,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,Jun,2007,WD,Normal,119750
1035,1035,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0,11500,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Edwards,Normal,Normal,4,3,1957,1957,Gable,Standard (Composite) Shingle,Wood Siding,None,0,TA,Gd,Slab,No,No,No,No,0,No,0,0,0,GasA,Ex,N,SBrkr,845,0,845,0,0,1,0,3,1,TA,5,Typ,0,No,Detchd,1957.0,Unf,1,290,TA,TA,N,186,0,0,0,0,0,No,No,No,0,Jan,2009,WD,Normal,84000
1036,1036,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,89,12898,Paved,No Alley Access,Slightly irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Timberland,Normal,Normal,9,5,2007,2008,Hip,Standard (Composite) Shingle,Vinyl Siding,Stone,70,Gd,TA,PConc,Ex,TA,Gd,GLQ,1022,Unf,0,598,1620,GasA,Ex,Y,SBrkr,1620,0,1620,1,0,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,2008.0,Fin,3,912,TA,TA,Y,228,0,0,0,0,0,No,No,No,0,Sep,2009,WD,Normal,315500
1037,1037,2-STORY 1946 & NEWER,Residential Low-Density,0,9240,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,8,5,2001,2002,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,396,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1055,1055,GasA,Ex,Y,SBrkr,1055,1208,2263,0,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001.0,Fin,2,905,TA,TA,Y,0,45,0,0,189,0,No,No,No,0,Sep,2008,WD,Normal,287000
1038,1038,2-STORY PUD - 1946 & NEWER) - 1946 & NEWER,Residential Medium Density,21,1533,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Meadow Village,Normal,Normal,4,6,1970,2008,Gable,Standard (Composite) Shingle,Cement Board,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,546,546,GasA,TA,Y,SBrkr,798,546,1344,0,0,1,1,3,1,TA,6,Typ,1,TA,No,,No,0,0,No,No,Y,0,0,0,0,0,0,No,No,No,0,May,2009,WD,Normal,97000
1039,1039,PUD - MULTILEVEL - INCL SPLIT LEV/FOYER) - 1946 & NEWER,Residential Medium Density,21,1477,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Meadow Village,Normal,Normal,4,4,1970,1970,Gable,Standard (Composite) Shingle,Cement Board,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,509,Unf,0,121,630,GasA,TA,Y,SBrkr,630,0,630,1,0,1,0,1,1,TA,3,Typ,0,No,Attchd,1970.0,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Apr,2009,WD,Normal,80000
1040,1040,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,88,13125,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Sawyer,Normal,Normal,5,4,1957,2000,Gable,Standard (Composite) Shingle,Wood Siding,Brick Common,67,TA,TA,CBlock,TA,TA,No,Rec,168,BLQ,682,284,1134,GasA,Ex,Y,SBrkr,1803,0,1803,1,0,2,0,3,1,TA,8,Maj1,1,TA,Attchd,1957.0,RFn,2,484,TA,TA,Y,0,0,0,0,0,0,No,GdPrv,No,0,Jan,2006,WD,Normal,155000
1041,1041,2-STORY 1946 & NEWER,Residential Low-Density,0,9130,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northwest Ames,Feedr&Norm,Normal,6,8,1966,2000,Hip,Standard (Composite) Shingle,Hard Board,Brick Face,252,TA,TA,CBlock,TA,TA,No,GLQ,400,Rec,64,336,800,GasA,Gd,Y,SBrkr,800,832,1632,0,1,1,1,4,1,Gd,7,Typ,0,No,Attchd,1966.0,Unf,2,484,TA,TA,Y,0,40,0,0,0,0,No,No,No,0,Jul,2008,WD,Normal,173000
1042,1042,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low-Density,34,5381,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,6,5,2005,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Stone,135,Gd,TA,PConc,Gd,TA,Av,ALQ,900,Unf,0,406,1306,GasA,Ex,Y,SBrkr,1306,0,1306,1,0,2,0,1,1,Gd,5,Typ,1,Gd,Attchd,2005.0,RFn,2,624,TA,TA,Y,170,63,0,0,0,0,No,No,No,0,Aug,2009,WD,Normal,196000
1043,1043,2-STORY 1946 & NEWER,Residential Low-Density,86,11839,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Normal,Normal,7,5,1990,1990,Hip,Standard (Composite) Shingle,Hard Board,Brick Face,99,TA,TA,PConc,Gd,TA,No,GLQ,1085,Unf,0,390,1475,GasA,Ex,Y,SBrkr,1532,797,2329,1,0,2,1,4,1,Gd,10,Typ,1,Ex,Attchd,1990.0,Unf,2,514,TA,TA,Y,192,121,0,0,0,0,No,No,No,0,May,2008,WD,Normal,262280
1044,1044,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,80,9600,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northwest Ames,PosN&Norm,Normal,8,5,1981,1981,Hip,Wood Shingles,Brick Face,None,0,Gd,TA,PConc,Gd,TA,No,ALQ,1104,Unf,0,1420,2524,GasA,TA,Y,SBrkr,2524,0,2524,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1981.0,Fin,2,542,TA,TA,Y,474,120,0,0,0,0,No,MnPrv,No,0,Jul,2009,WD,Normal,278000
1045,1045,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0,13680,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Edwards,Normal,Normal,3,5,1955,1955,Hip,Standard (Composite) Shingle,Brick Face,None,0,TA,TA,Slab,No,No,No,No,0,No,0,0,0,GasA,Ex,Y,FuseA,1733,0,1733,0,0,2,0,4,1,TA,8,Min2,1,Gd,Attchd,1955.0,Unf,2,452,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Jun,2009,WD,Normal,139600
1046,1046,2-STORY 1946 & NEWER,Residential Low-Density,85,16056,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Stone Brook,Normal,Normal,9,5,2005,2006,Hip,Standard (Composite) Shingle,Cement Board,Stone,208,Gd,TA,PConc,Ex,TA,Av,GLQ,240,Unf,0,1752,1992,GasA,Ex,Y,SBrkr,1992,876,2868,0,0,3,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2005.0,Fin,3,716,TA,TA,Y,214,108,0,0,0,0,No,No,No,0,Jul,2006,New,Partial,556581
1047,1047,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,57,9245,Paved,No Alley Access,Moderately Irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,5,5,1994,1995,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,TA,TA,PConc,Gd,TA,No,GLQ,686,Unf,0,304,990,GasA,Ex,Y,SBrkr,990,0,990,0,1,1,0,3,1,TA,5,Typ,0,No,Detchd,1996.0,Unf,2,672,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Feb,2008,WD,Normal,145000
1048,1048,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,100,21750,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Mitchell,Normal,Normal,5,4,1960,2006,Hip,Standard (Composite) Shingle,Hard Board,Brick Face,75,TA,Fa,Slab,No,No,No,No,0,No,0,0,0,GasA,TA,Y,SBrkr,1771,0,1771,0,0,1,0,3,1,TA,9,Min1,1,TA,Attchd,1960.0,Unf,2,336,TA,TA,Y,0,0,0,0,0,0,No,GdPrv,No,0,Nov,2009,WD,Normal,115000
1049,1049,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,60,11100,Paved,No Alley Access,Regular,Depression,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,4,7,1946,2006,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,TA,CBlock,No,No,No,No,0,No,0,0,0,GasA,Ex,Y,SBrkr,930,0,930,0,0,1,0,2,1,Gd,6,Typ,0,No,Detchd,1946.0,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Apr,2010,WD,Abnorml,84900
1050,1050,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,73,8993,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,7,5,2007,2007,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1302,1302,GasA,Ex,Y,SBrkr,1302,0,1302,0,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,2007.0,Fin,2,436,TA,TA,Y,0,22,0,0,0,0,No,No,No,0,Aug,2007,New,Partial,176485
